system,topology,app_type,workload,num_nodes,avg_degree,sparsity,total_traffic_bytes,routing_algorithm,allocation_strategy,max_link_util,avg_link_util,link_util_std,total_power_kw,congestion_factor,job_slowdown,avg_slowdown,max_slowdown,timestamp
lassen,fat-tree,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,ecmp,contiguous,5.231517824559499,0.013905275998666549,0.18694425543041832,716.5707904165859,5.231517824559499,5.231517824559499,5.231517824559499,5.231517824559499,2026-01-29T04:46:38.160055
lassen,fat-tree,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,ecmp,random,35.0799512378231,0.020087950157072206,0.4611998236249128,716.8220542943834,35.0799512378231,35.0799512378231,35.0799512378231,35.0799512378231,2026-01-29T04:46:39.170870
lassen,fat-tree,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,minimal,contiguous,0.6686206291382962,0.0010066309927619116,0.01792689113177255,360.8423758027318,1.0,1.0,1.0,1.0,2026-01-29T04:46:39.288089
lassen,fat-tree,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,minimal,random,3.498069906090689,0.0014105445125912714,0.03592289885577806,360.8506479516179,3.498069906090689,3.498069906090689,3.498069906090689,3.498069906090689,2026-01-29T04:46:39.513586
lassen,fat-tree,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,ecmp,contiguous,0.6686206291382962,0.0010066309927619116,0.01792689113177255,360.8423758027318,1.0,1.0,1.0,1.0,2026-01-29T04:46:39.675722
lassen,fat-tree,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,ecmp,random,3.498069906090689,0.0014105445125912714,0.03592289885577806,360.8506479516179,3.498069906090689,3.498069906090689,3.498069906090689,3.498069906090689,2026-01-29T04:46:39.948770
frontier,dragonfly,comd,comd_n64_dense_20260121_214717,64,6.0,0.9047619047619048,1733217584,minimal,contiguous,1.1566067881813336,0.0032592666465713557,0.05869349437133162,542.0042448979591,1.1566067881813336,1.1566067881813336,1.1566067881813336,1.1566067881813336,2026-01-29T04:46:40.349540
frontier,dragonfly,comd,comd_n64_dense_20260121_214717,64,6.0,0.9047619047619048,1733217584,minimal,random,3.4698203645440007,0.004021565828069246,0.06462396791617828,542.0042448979591,3.4698203645440007,3.4698203645440007,3.4698203645440007,3.4698203645440007,2026-01-29T04:46:40.747979
frontier,dragonfly,comd,comd_n64_dense_20260121_214717,64,6.0,0.9047619047619048,1733217584,ugal,contiguous,1.1566067881813336,0.0032592666465713557,0.05869349437133162,542.0042448979591,1.1566067881813336,1.1566067881813336,1.1566067881813336,1.1566067881813336,2026-01-29T04:46:41.176582
frontier,dragonfly,comd,comd_n64_dense_20260121_214717,64,6.0,0.9047619047619048,1733217584,ugal,random,3.4698203645440007,0.004021565828069246,0.06462396791617828,542.0042448979591,3.4698203645440007,3.4698203645440007,3.4698203645440007,3.4698203645440007,2026-01-29T04:46:41.641423
frontier,dragonfly,cosp2,cosp2_n128_sparse_20260121_215534,129,1.9844961240310077,0.9844961240310077,386864,minimal,contiguous,0.00014516423543290265,7.686649351838229e-07,9.261300200930112e-06,1092.4773061224487,1.0,1.0,1.0,1.0,2026-01-29T04:46:42.048271
frontier,dragonfly,cosp2,cosp2_n128_sparse_20260121_215534,129,1.9844961240310077,0.9844961240310077,386864,minimal,random,0.00042054932912179155,9.085736028965507e-07,1.0625710529472257e-05,1092.4773061224487,1.0,1.0,1.0,1.0,2026-01-29T04:46:42.469736
frontier,dragonfly,cosp2,cosp2_n128_sparse_20260121_215534,129,1.9844961240310077,0.9844961240310077,386864,ugal,contiguous,0.00014516423543290265,7.686649351838229e-07,9.261300200930112e-06,1092.4773061224487,1.0,1.0,1.0,1.0,2026-01-29T04:46:42.899523
frontier,dragonfly,cosp2,cosp2_n128_sparse_20260121_215534,129,1.9844961240310077,0.9844961240310077,386864,ugal,random,0.00042054932912179155,9.085736028965507e-07,1.0625710529472257e-05,1092.4773061224487,1.0,1.0,1.0,1.0,2026-01-29T04:46:43.396693
frontier,dragonfly,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,minimal,contiguous,0.5248448302956072,0.0011608417940561346,0.012561214498647536,1075.5396734693875,1.0,1.0,1.0,1.0,2026-01-29T04:46:44.107007
frontier,dragonfly,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,minimal,random,0.7110800926585601,0.0014148567430314334,0.014844088191909549,1075.5396734693875,1.0,1.0,1.0,1.0,2026-01-29T04:46:44.883673
frontier,dragonfly,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,ugal,contiguous,0.5248448302956072,0.0011608417940561346,0.012561214498647536,1075.5396734693875,1.0,1.0,1.0,1.0,2026-01-29T04:46:45.641504
frontier,dragonfly,hpgmg,hpgmg_n128_fv_20260121_215033,127,19.212598425196852,0.8475190601174853,1057253824,ugal,random,0.7110800926585601,0.0014148567430314334,0.014844088191909549,1075.5396734693875,1.0,1.0,1.0,1.0,2026-01-29T04:46:46.426782
frontier,dragonfly,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,minimal,contiguous,0.02742389299200001,8.555924106435696e-05,0.001332058962938891,542.0042448979591,1.0,1.0,1.0,1.0,2026-01-29T04:46:46.922130
frontier,dragonfly,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,minimal,random,0.08227167897600003,0.00010553672010823972,0.0016069528443737934,542.0042448979591,1.0,1.0,1.0,1.0,2026-01-29T04:46:47.383565
frontier,dragonfly,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,ugal,contiguous,0.02742389299200001,8.555924106435696e-05,0.001332058962938891,542.0042448979591,1.0,1.0,1.0,1.0,2026-01-29T04:46:47.883778
frontier,dragonfly,lulesh,lulesh_n64_cube_20260121_214715,64,14.625,0.7678571428571428,82191168,ugal,random,0.08227167897600003,0.00010553672010823972,0.0016069528443737934,542.0042448979591,1.0,1.0,1.0,1.0,2026-01-29T04:46:48.399019
