experiment,app,data_type,num_ranks,system,use_case,data_structure,algorithm,latency,throughput,congestion,max_link_util,total_traffic_gb,strategy,communication_cost,cost_reduction,num_edges,scheduler,makespan,energy_kwh,avg_power_kw,utilization,burstiness,num_time_bins,scenario,compute_power_mw,total_power_mw,peak_power_mw,power_variance,power_efficiency,pattern
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,adaptive_routing,static_matrix,minimal,3.5232004147200002,12.158069003991267,0.00662868992,0.02812379136,0.120560768,,,,,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,adaptive_routing,static_matrix,ecmp,4.02651475968,12.158069003991267,0.00662868992,0.02812379136,0.120560768,,,,,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,node_placement,affinity_graph,,,,,,,contiguous,241121536.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,node_placement,affinity_graph,,,,,,,random,241121536.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,node_placement,affinity_graph,,,,,,,locality,241121536.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,node_placement,affinity_graph,,,,,,,spectral,241121536.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,5214.712462614705,4202.807938669246,2901.4271999999996,70.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,3775.2000000000007,2799.2195911680005,2669.3130239999996,78.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,3389.100000000001,2458.30673088,2611.28448,82.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.6647136399469464,4.764127731931031,4.90732125,0.0028234035754515696,0.7952937586690422,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.6544934119575574,4.7508414355448245,4.86539625,0.001806978288288996,0.7930758272477337,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.4749213025391685,4.517397693300919,4.90732125,0.01682387506354485,0.7541061854468681,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.469038760631766,4.5097503888212955,4.62905612,0.001959967433615714,0.7528295921509909,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,adaptive_routing,static_matrix,minimal,3.504093240451282,24.653327480800108,0.001169497271794872,0.01406189568,0.120560768,,,,,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,adaptive_routing,static_matrix,ugal,4.004677989087179,24.653327480800108,0.001169497271794872,0.01406189568,0.120560768,,,,,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,adaptive_routing,static_matrix,valiant,5.005847486358974,24.653327480800108,0.001169497271794872,0.01406189568,0.120560768,,,,,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,node_placement,affinity_graph,,,,,,,contiguous,120560768.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,node_placement,affinity_graph,,,,,,,random,120560768.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,node_placement,affinity_graph,,,,,,,locality,120560768.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,node_placement,affinity_graph,,,,,,,spectral,120560768.0,0.0,28.0,,,,,,,,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,5214.712462614705,14224.029807625142,9819.622399999998,70.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,3775.2000000000007,9473.709834922667,9034.052607999998,78.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,3389.100000000001,8319.92056896,8837.66016,82.0,3.155506905861781,429.0,,,,,,,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.679512436542096,15.215414923850513,15.4871496,0.011932751024651583,1.338630958249799,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.658501549233675,15.19020185908041,15.4075896,0.007636960655776984,1.3364127480187578,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,11.949888187958877,14.339865825550651,15.487149599999999,0.16620777472203957,1.2616013711949827,
hpgmg_n8_fv_20260122_005102,hpgmg,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.173593363785079,14.608312036542094,14.8347576,0.008286632656008009,1.2852188939806881,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,adaptive_routing,static_matrix,minimal,3.50195876576,12.34629124206487,0.0005596473599999999,0.012449792,0.082191168,,,,,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,adaptive_routing,static_matrix,ecmp,4.00223858944,12.34629124206487,0.0005596473599999999,0.012449792,0.082191168,,,,,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,contiguous,164382336.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,random,164382336.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,locality,164382336.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,spectral,164382336.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3242.318123523929,2613.1527762903575,2901.4271999999996,70.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,1957.4962176,2669.3130239999996,78.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2441.5363752952144,1770.9850122677356,2611.28448,82.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7028129119015314,4.8136567854719905,4.90732125,0.0012803393105849604,0.803561829839742,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.684972829521225,4.790464678377593,4.86539625,0.000819417158774373,0.7996902841842937,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.502706397170898,4.553518316322167,4.90732125,0.008154077938939498,0.7601359368860455,
lulesh_n64_cube_20260121_214715,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.5007822470633845,4.551016921182399,4.62905612,0.0008887937149839353,0.7597183695884081,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,adaptive_routing,static_matrix,minimal,3.503198328516923,24.95422999742005,0.0009138081476923077,0.00183415808,0.082191168,,,,,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,adaptive_routing,static_matrix,ugal,4.003653982785641,24.95422999742005,0.0009134956964102563,0.00183415808,0.082191168,,,,,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,adaptive_routing,static_matrix,valiant,5.004611893005128,24.95422999742005,0.000922378601025641,0.00183415808,0.082191168,,,,,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,contiguous,82191168.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,random,82191168.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,locality,82191168.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,spectral,82191168.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3242.318123523929,8843.983242689315,9819.622399999998,70.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,6624.971912533332,9034.052607999998,78.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2441.5363752952144,5993.741320315922,8837.66016,82.0,1.8077270784130965,264.0,,,,,,,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.757837451444079,15.309404941732893,15.4871496,0.005411188946957719,1.3469000687757684,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.721161561155261,15.265393873386312,15.4075896,0.0034631609260529304,1.3430280364395335,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,11.995550715306765,14.394660858368118,15.487149599999999,0.08430604593350319,1.266422161666677,
lulesh_n64_cube_20260121_214715,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.23886420953673,14.686637051444078,14.8347576,0.0037577701020539674,1.292109819418996,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,adaptive_routing,static_matrix,minimal,3.50126008736,12.398809841219057,0.00036002496000000003,0.00816128,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,adaptive_routing,static_matrix,ecmp,4.00144009984,12.398809841219057,0.00036002496000000003,0.00816128,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,contiguous,104731776.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,random,104731776.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,locality,104731776.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,node_placement,affinity_graph,,,,,,,spectral,104731776.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3732.6601036155453,3008.3448758291556,2901.4271999999996,70.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,3062.4000000000005,2270.695612416,2669.3130239999996,78.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2837.8679792768917,2058.466836270752,2611.28448,82.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7070347194253084,4.819145135252901,4.90732125,0.0011128897673569806,0.8044780207086174,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.6883502755402473,4.794855358202321,4.86539625,0.0007122494511084678,0.8004232368793939,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.506997288734714,4.559096475355129,4.90732125,0.007018796150851885,0.7610671199511099,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.504299765456063,4.555589695092882,4.62905612,0.0007725525745553381,0.7604817199340415,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,adaptive_routing,static_matrix,minimal,3.5020531578092307,24.97076395787621,0.0005866165169230767,0.00117081088,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,adaptive_routing,static_matrix,ugal,4.002345277965128,24.97076395787621,0.0005863194912820511,0.00117081088,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,adaptive_routing,static_matrix,valiant,5.002953354338462,24.97076395787621,0.0005906708676923076,0.00117081088,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,contiguous,52365888.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,random,52365888.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,locality,52365888.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,node_placement,affinity_graph,,,,,,,spectral,52365888.0,0.0,468.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3732.6601036155453,10181.475768069313,9819.622399999998,70.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,3062.4000000000005,7684.9674185386675,9034.052607999998,78.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2837.8679792768917,6966.697994387524,8837.66016,82.0,1.7260347805044385,348.0,,,,,,,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.7665167022604,15.31982004271248,15.4871496,0.004703485051593931,1.3478163748163432,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.72810496180832,15.273725954169983,15.4075896,0.0030102304330201124,1.3437610812719933,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.005219673617045,14.406263608340453,15.487149599999999,0.07243243190002276,1.2674429554072049,
lulesh_n64_scaled_20260121_214306,lulesh,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.246096918550334,14.6953163022604,14.8347576,0.0032663090636068886,1.292873407786142,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,adaptive_routing,static_matrix,minimal,3.5004052130133334,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,adaptive_routing,static_matrix,ecmp,4.000463100586667,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,contiguous,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,random,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,locality,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,spectral,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3039.521931541078,2449.708779769395,2901.4271999999996,70.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,1957.4962176,2669.3130239999996,78.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2482.095613691784,1800.4049316415085,2611.28448,82.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7560922502194556,4.882919925285292,4.90732125,0.001152297812054746,0.8151241862455415,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.727596300175565,4.845875190228234,4.86539625,0.0007374705997150389,0.8089401693089334,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.7025617246381977,4.813330242029656,4.90732125,0.013130106449398193,0.8035073187148867,
lulesh_s10_n8_20260120_230236,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.545173435299125,4.608725465888862,4.62905612,0.0007999090902520837,0.7693518739798448,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,adaptive_routing,static_matrix,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,adaptive_routing,static_matrix,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,adaptive_routing,static_matrix,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,contiguous,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,random,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,locality,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,spectral,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3039.521931541078,8290.821567847786,9819.622399999998,70.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,6624.971912533332,9034.052607999998,78.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2482.095613691784,6093.310421787396,8837.66016,82.0,1.1317397718035944,12.0,,,,,,,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.867369858590692,15.44084383030883,15.4871496,0.004870038069318832,1.358463878651889,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.808787486872555,15.370544984247067,15.4075896,0.003116824364364057,1.3522790843404302,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.663828806590995,15.196594567909193,15.487149599999999,0.14302021245954308,1.3369751696147587,
lulesh_s10_n8_20260120_230236,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.330141215492247,14.796169458590695,14.8347576,0.0033819708814714143,1.3017463276490968,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,adaptive_routing,static_matrix,minimal,3.5004052130133334,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,adaptive_routing,static_matrix,ecmp,4.000463100586667,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,contiguous,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,random,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,locality,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,spectral,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3072.3198964385706,2476.1423651744585,2901.4271999999996,70.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,1957.4962176,2669.3130239999996,78.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2475.536020712286,1795.6468862685972,2611.28448,82.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7435410922206453,4.8666034198868395,4.90732125,0.0007939375451059999,0.8124004106381609,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.7175553737765163,4.832821985909471,4.86539625,0.000508120028867838,0.8067611488230287,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.625211843936823,4.71277539711787,4.90732125,0.008374065407307124,0.7867213202987897,
lulesh_s10_n8_20260120_230319,lulesh,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.534716082882752,4.595130907747578,4.62905612,0.0005511403846981686,0.7670824832644862,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,adaptive_routing,static_matrix,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,adaptive_routing,static_matrix,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,adaptive_routing,static_matrix,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,contiguous,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,random,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,locality,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,node_placement,affinity_graph,,,,,,,spectral,2125888.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3072.3198964385706,8380.283687509405,9819.622399999998,70.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,6624.971912533332,9034.052607999998,78.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2475.536020712286,6077.207240248306,8837.66016,82.0,1.241066321461902,12.0,,,,,,,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.841567012844303,15.409880415413163,15.4871496,0.003355474625464311,1.3557397606465693,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.788145210275443,15.34577425233053,15.4075896,0.002147503760297176,1.3500997899361744,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.393572302851373,14.872286763421647,15.487149599999999,0.09156458269131496,1.308443021838194,
lulesh_s10_n8_20260120_230319,lulesh,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.30863884403692,14.770366612844303,14.8347576,0.0023301907121279874,1.2994762293113302,
lulesh_s10_n8_20260120_230454,lulesh,real,8,lassen,adaptive_routing,static_matrix,minimal,3.5004052130133334,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lulesh,real,8,lassen,adaptive_routing,static_matrix,ecmp,4.000463100586667,12.493969502756025,0.00011577514666666665,0.00048267264,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,contiguous,4251776.0,0.0,28.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lulesh,real,8,lassen,node_placement,affinity_graph,,,,,,,random,4251776.0,0.0,28.0,,,,,,,,,,,,,,
